,author id,created_at,geo,tweet_id,lang,like_count,quote_count,reply_count,retweet_count,source
0,1171862947951534080,2021-01-30 20:44:02+00:00, ,1355617791865450496,it,0,0,0,6,Twitter for Android
1,1171862947951534080,2021-01-30 20:43:51+00:00, ,1355617747657482242,it,0,0,0,8,Twitter for Android
2,1171862947951534080,2021-01-30 20:43:37+00:00, ,1355617686559059971,it,0,0,0,7,Twitter for Android
3,915658126451494912,2021-01-30 20:24:52+00:00, ,1355612969942581250,it,0,0,0,0,Twitter for Android
4,3025288924,2021-01-30 20:13:25+00:00, ,1355610087906271232,it,0,0,0,58,Twitter Web App
5,1013071995859275778,2021-01-30 20:10:02+00:00, ,1355609235372044300,it,0,0,0,110,Twitter for iPhone
6,1274021660031692801,2021-01-30 19:56:25+00:00, ,1355605807639965697,it,0,0,0,0,Twitter Web App
7,1085318844170809344,2021-01-30 19:39:58+00:00, ,1355601667799060481,it,0,0,1,0,Twitter Web App
8,46471818,2021-01-30 19:31:53+00:00, ,1355599634345971717,it,1,0,1,0,Twitter for iPhone
9,46471818,2021-01-30 19:29:30+00:00, ,1355599037307768832,it,1,0,0,0,Tweetings  for iPhone
10,971745306411970560,2021-01-30 19:28:35+00:00, ,1355598805513728001,it,0,0,0,230,Twitter Web App
11,3308422191,2021-01-30 19:17:24+00:00, ,1355595989898424324,it,0,0,0,1,Twitter for Android
12,754271143289352192,2021-01-30 19:14:40+00:00, ,1355595304347852803,it,0,0,0,1,Twitter Web App
13,396727106,2021-01-30 19:03:15+00:00, ,1355592428930158593,it,0,0,0,230,Twitter for iPhone
14,1062862212,2021-01-30 18:43:24+00:00, ,1355587435485401091,it,0,0,0,230,Twitter for Android
15,2356067228,2021-01-30 18:26:49+00:00, ,1355583260466814979,it,0,0,0,230,Twitter for Android
16,2365644817,2021-01-30 18:04:08+00:00, ,1355577552312676355,it,0,0,0,230,Twitter for Android
17,1312788369781469186,2021-01-30 17:47:52+00:00, ,1355573460265787393,it,1,0,0,0,Twitter for iPad
18,231073683,2021-01-30 17:24:39+00:00, ,1355567617340297217,it,0,0,0,230,Twitter for iPhone
19,2270079594,2021-01-30 17:21:23+00:00,61a588997786e7d6,1355566793662857219,it,2,0,0,0,Twitter for Android
20,1083506210,2021-01-30 17:16:26+00:00, ,1355565547354730496,it,0,0,0,9,Twitter for Android
21,1083506210,2021-01-30 17:15:56+00:00, ,1355565421852827655,it,0,0,0,11,Twitter for Android
22,1309772766216945665,2021-01-30 16:50:55+00:00, ,1355559124847759368,it,0,0,0,6,Twitter for Android
23,1171862947951534080,2021-01-30 16:43:53+00:00, ,1355557355400945664,it,0,0,0,9,Twitter for Android
24,247047509,2021-01-30 16:43:17+00:00, ,1355557206264078338,it,2,0,0,0,Twitter for iPhone
25,436230438,2021-01-30 16:37:22+00:00, ,1355555717848182785,it,0,0,0,7,Twitter for iPhone
26,504817843,2021-01-30 16:35:22+00:00, ,1355555214582042624,it,0,0,0,230,Twitter for Android
27,79214086,2021-01-30 16:31:15+00:00, ,1355554178911924228,it,0,0,0,230,Twitter Web App
